端末推定,日付,月,推定日時,generation_dir,ファイル名,ファイルパス,分類,サイズbytes,更新時刻,blob_kind,sample_entropy,header_hex,sha256_head1mb,sha256_full_if_small,sqlite_open,sqlite_error,sqlite_table_count,sqlite_tables,files_count,properties_count,integrity_quick
iPad,2026-01-17,2026-01,2026-01-17 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-17\2026-01-17-101244  00_ff,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-17\2026-01-17-101244  00_ff\Manifest.db,exact_manifest_db,219713552,2026-04-19 16:32:46,OPAQUE_HIGH_ENTROPY,7.999806,4030b79284dcfbbba67ba0fcb143c6b5c1a84410724bf96abe457c7dd032b962,0ad8af66ff7994febe6ea364f5260c808344222d27a0d476f2393a87b534cda0,0272b4a6647fe557ac1b054a13d3887d80d6c334bebf942b3084f5c5177531c8,NO,,,,,,
iPad,2026-01-17,2026-01,2026-01-17 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-17\2026-01-17-193516  0e_fe,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-17\2026-01-17-193516  0e_fe\Manifest.db,exact_manifest_db,219496464,2026-04-19 16:36:26,OPAQUE_HIGH_ENTROPY,7.999833,eabdbdc398c34b20c1142bcc4f724da14a2b2688f108fd9a780fee9341065a17,40ad97155fd3dc0e531e471de2d17f455ed4ff2259aad3ca4e42ea495d8bee72,fee2a97d517902d463c43f742f5ad999d447061182b2395ae2147da0a96bb668,NO,,,,,,
iPad,2026-01-18,2026-01,2026-01-18 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-18\- 2026-01-18  (1d_fd-00_ff) -,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-18\- 2026-01-18  (1d_fd-00_ff) -\Manifest.db,exact_manifest_db,219365392,2026-04-19 19:08:00,OPAQUE_HIGH_ENTROPY,7.999834,a7fb9555cb9c5a2286449ae64b4e617de7c63d3b0932b2c6cd5e1160b065ec72,172b32cdc47bcd3ce0b8958e4e36270d2f8965797c55567c46984e10c491c629,61850a31d9bbc11ec85e5ace13b6cbfc5c7312774f43bfec325ddd4a655631bd,NO,,,,,,
iPad,2026-01-18,2026-01,2026-01-18 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-18\- 2026-01-18-130926  1d_fd -,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-18\- 2026-01-18-130926  1d_fd -\Manifest.db,exact_manifest_db,219365392,2026-04-19 19:01:32,OPAQUE_HIGH_ENTROPY,7.999834,a7fb9555cb9c5a2286449ae64b4e617de7c63d3b0932b2c6cd5e1160b065ec72,172b32cdc47bcd3ce0b8958e4e36270d2f8965797c55567c46984e10c491c629,61850a31d9bbc11ec85e5ace13b6cbfc5c7312774f43bfec325ddd4a655631bd,NO,,,,,,
iPad,2026-01-18,2026-01,2026-01-18 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-18\2026-01-18-123056  00_ff,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-18\2026-01-18-123056  00_ff\Manifest.db,exact_manifest_db,219680784,2026-04-19 18:52:26,OPAQUE_HIGH_ENTROPY,7.999821,302fb20c703a6482c4f9c058eb4a9eed64eeb669b1ca37f4d804a48a971bc560,1973ee5e12778e9df7f8ac154efb08fa2d1137465b24d4d996dc8ad19dd85e06,067b72d4ffc5cef4b8b88b3f1e2cbcca836151ab9ab94a208330c1fe35f97d1c,NO,,,,,,
iPad,2026-01-18,2026-01,2026-01-18 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-18\2026-01-18-124048  2b_fd,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-18\2026-01-18-124048  2b_fd\Manifest.db,exact_manifest_db,219455504,2026-04-19 18:57:40,OPAQUE_HIGH_ENTROPY,7.999824,6d3012b4581a28c00aa86e8199d062216233f12f1c7385071e1c3a5e6d878281,e853d1a7c3c03b91f9cc656dd3d02f72206bceeda6e912a84161e95de394aac1,ae9d90740d40a1ceff23fda2abdf014a1472e3637db2e0dd68cf8f515a3119c1,NO,,,,,,
iPad,2026-01-23,2026-01,2026-01-23 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-23\- 2026-01-23-080754  1f_fa -,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-23\- 2026-01-23-080754  1f_fa -\Manifest.db,exact_manifest_db,219746320,2026-04-19 19:31:20,OPAQUE_HIGH_ENTROPY,7.999801,f379997cd3f758912ecc3f3feedbc2ddd9bffcab30f2b83bfefc3f583bb5700b,aae152bf977b9e17b29637bdc5bef2cf6ccf475bbc6b6e2376c3ae5a860fd5ad,e92e20a6577c88cd5c22ee1bf914d4c220035a2874d934524d9f6f33e67bda86,NO,,,,,,
iPad,2026-01-23,2026-01,2026-01-23 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-23\- 2026-01-23-1_End  (1f_fa-00_ff) -,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-23\- 2026-01-23-1_End  (1f_fa-00_ff) -\Manifest.db,exact_manifest_db,219746320,2026-04-19 19:35:46,OPAQUE_HIGH_ENTROPY,7.999801,f379997cd3f758912ecc3f3feedbc2ddd9bffcab30f2b83bfefc3f583bb5700b,aae152bf977b9e17b29637bdc5bef2cf6ccf475bbc6b6e2376c3ae5a860fd5ad,e92e20a6577c88cd5c22ee1bf914d4c220035a2874d934524d9f6f33e67bda86,NO,,,,,,
iPad,2026-01-23,2026-01,2026-01-23 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-23\2026-01-23-001918  00_ff,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-23\2026-01-23-001918  00_ff\Manifest.db,exact_manifest_db,220176400,2026-04-19 19:23:10,OPAQUE_HIGH_ENTROPY,7.999809,1c5b5d826db4f354dfe3b065b3be2f774d1d3950b6c9decadf26b078479702e4,e87aacedb27251d8dc5259354e245cacc3a771e1cba4631ad12192137b6dd6dd,0efdd4b2a7a2f295d6a80bcdc57d1a47569028e21b7f4c76615526010d2afde2,NO,,,,,,
iPad,2026-01-23,2026-01,2026-01-23 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-23\2026-01-23-073922  00_ff,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\2026-01-23\2026-01-23-073922  00_ff\Manifest.db,exact_manifest_db,219803664,2026-04-19 19:27:52,OPAQUE_HIGH_ENTROPY,7.999791,1a87107dc52339b90a11cae047af75f10d74111425eee94b45ff26746b324e37,82d35f9bb03f30a336daf11ffaece2882ddbe48e87286254cd849303cff67da8,4e70e69436459a2ebae14ea52fbd3fe7631a8e21700498713e8b770f89983545,NO,,,,,,
iPad,2025-12-14,2025-12,2025-12-14 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\Original\2025-12-14\00008101-001E21CC3A9BA01E,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\Original\2025-12-14\00008101-001E21CC3A9BA01E\Manifest.db,exact_manifest_db,218931216,2026-01-11 02:28:00,OPAQUE_HIGH_ENTROPY,7.999816,0cd3c63e1409292f5299106ede58ec16229509889114ed443f552c2bc2b0560c,0d790f5436b3621775b5b381f4d6dd5851af4ea20cd5678e02fafb23acc3630f,257cab4f8f7f1a1b8ac996e6cf89333a0ba2be3b1e6ca79d64878cd39f146563,NO,,,,,,
iPad,2025-12-28,2025-12,2025-12-28 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\Original\2025-12-28\00008101-001E21CC3A9BA01E,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\Original\2025-12-28\00008101-001E21CC3A9BA01E\Manifest.db,exact_manifest_db,218996752,2026-01-11 04:04:12,OPAQUE_HIGH_ENTROPY,7.999845,b0bfcdd2c8f96f02cb0ca9b24a3789672cd36eda1de30b4b91bccc4f6e4f7b5e,cbb3c60364d5ee541a35614b3eba29a3734c0343ee9b30518e0420146ef93b50,764a0ef96b4789532219c809d1a0eb42928fca2a4df61ba78923e314511dccab,NO,,,,,,
iPad,2026-01-05,2026-01,2026-01-05 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\Original\2026-01-05\00008101-001E21CC3A9BA01E,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\Original\2026-01-05\00008101-001E21CC3A9BA01E\Manifest.db,exact_manifest_db,219095056,2026-01-11 04:42:08,OPAQUE_HIGH_ENTROPY,7.999832,eb15d2040f5dca4269ae8ecfe8c0832255587af75be2326f437cb97c3cb142d2,25da20376683d6fa3721c056ecd44e78df122d9127b81fa77c0e5981c073763b,6ca2ae473f820500eb51e1a6a0af2fbcc2e4b65cbf6571f0daa43bb53548a354,NO,,,,,,
iPad,2026-01-23,2026-01,2026-01-23 00:00:00,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\Original\2026-01-23\00008101-001E21CC3A9BA01E,Manifest.db,H:\Manifest\My_Device\iPad\00008101-001E21CC3A9BA01E\Original\2026-01-23\00008101-001E21CC3A9BA01E\Manifest.db,exact_manifest_db,220176400,2026-02-18 06:13:28,OPAQUE_HIGH_ENTROPY,7.999809,1c5b5d826db4f354dfe3b065b3be2f774d1d3950b6c9decadf26b078479702e4,e87aacedb27251d8dc5259354e245cacc3a771e1cba4631ad12192137b6dd6dd,0efdd4b2a7a2f295d6a80bcdc57d1a47569028e21b7f4c76615526010d2afde2,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-172017  00_ff,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-172017  00_ff\Manifest.db,exact_manifest_db,205205520,2025-12-24 17:16:42,OPAQUE_HIGH_ENTROPY,7.999821,57b30c3e5944d974f7a47980f7ba52f3b061dcb6a7f5c31f60a0cb8b1e50493c,b6c340d63366dca8b32c3715f1a9f5f9d3c43fe336700716cbea6b1d53004535,0999ebe8fb705054d6f0c50c3151231178d5c8ba4d21716b9483ca9ebadb02de,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-173727  0f_fd,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-173727  0f_fd\Manifest.db,exact_manifest_db,208592912,2025-12-24 17:34:16,OPAQUE_HIGH_ENTROPY,7.999817,038047385a369fa9d6a28e8712402b1444672ab5774487396596e118c1f61653,6f1b6d5114801ae30ad893206c76f4bf979a4a19471606f064bf9567a0c3195d,3aef48881ec5deb93797431a0381f8893100fb1f8fbc70a6ab82f6a9ce6de514,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-213632  1f_fa,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-213632  1f_fa\Manifest.db,exact_manifest_db,208384016,2025-12-24 21:33:20,OPAQUE_HIGH_ENTROPY,7.999813,02b6e2fc0fd317a3258c5f2d52c23f0d7f67fa596ba9f6bc183de8b70f05f0f4,6f8c6f6721398a18e34c209e43593cc6bbac34c55008a264ce2b8f2c82375185,bf3cc052c95fa29fb6f589fb841b71600eb977a0f958e46102fba47894e761b4,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-221306  1f_fd,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-221306  1f_fd\Manifest.db,exact_manifest_db,208965648,2025-12-24 22:09:26,OPAQUE_HIGH_ENTROPY,7.999826,9d08005c36b4e151d3b7213707e92cd5fab2b0497d370a48c98bcee89fdf3339,24c1bab49cd198ac7d2b532314533ea14ec00cc5936d3b88277d21e31b4dbc70,1e3b92cac512e62f1c240381a58bf5254b13a79ab993bc196a66582c3cb43d4a,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-222810  2f_fa,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-222810  2f_fa\Manifest.db,exact_manifest_db,208396304,2025-12-24 22:25:00,OPAQUE_HIGH_ENTROPY,7.999839,bebc9c1ddc0449b993542ca9b5e3648d576325d8b51727d5c5ae08242d88484d,2e9fcea75d082a26447da5554a93694c8dc94231baa983c80eacfc0f4b4871a6,5766fc72afac05a65ccff0bf3c85786013dd46f487801e0d8edd145343495264,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-224504  2f_fa,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-224504  2f_fa\Manifest.db,exact_manifest_db,208392208,2025-12-24 22:41:50,OPAQUE_HIGH_ENTROPY,7.999819,71e2ed55bd050d7f32d8f1b57b86f4b927ccc436b692694e3a1c55b8ff93c3b7,a8785beb6a7337d224f6c30f103cccbdc27f2b0829d7d6a4da8cd5597f3b34dc,cc33170e2ccc243ca039cde67bf6eddd0b8fef599a252137d7b270771785b03c,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-230302  1f_fa,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-230302  1f_fa\Manifest.db,exact_manifest_db,208388112,2025-12-24 22:59:50,OPAQUE_HIGH_ENTROPY,7.999834,cf762d448302c2c7b9c0bf7bac2754a88e5c7b7c0ef47dae535a067e995f84e6,f6e6fad7e56031e71c44fb82494059ebd641730fd0c3211935fe5086bbfb8100,cc3057a1355ebe473c45b1a8922db22549ef4ac835a157c405d1dc88476ace29,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-231953  2f_fa,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-231953  2f_fa\Manifest.db,exact_manifest_db,208400400,2025-12-24 23:16:34,OPAQUE_HIGH_ENTROPY,7.999779,0b9555c78bc1993153121561a98fee4352aa3f41b4079e05b7e7b9b584ac897c,f235a8460d028eec9080188b3be86e5ec53fb3453ece3606b36219b88f6ca842,f7182c16d03b5ec565cc0b882f916e8457fda2d75407fae310399548ee79fc2b,NO,,,,,,
iPhone11,2025-12-24,2025-12,2025-12-24 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-235128  2f_fa,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-24\2025-12-24-235128  2f_fa\Manifest.db,exact_manifest_db,208384016,2025-12-24 23:48:16,OPAQUE_HIGH_ENTROPY,7.999853,da05b45094d6a16964a7069b01a7dc0215af53f6b100a86612ee44e46afaf9bd,d5c87e2820a086d171b6bc9967bb82c7b3046c26bba211848b9b6e2523977775,86e1f0f48fad781b2c2b07e2a63a0df33e6a64e0b28d5239a1efeccc01e0733e,NO,,,,,,
iPhone11,2025-12-25,2025-12,2025-12-25 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-25\- 2025-12-24  (0b_fe-00_ff) -,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-25\- 2025-12-24  (0b_fe-00_ff) -\Manifest.db,exact_manifest_db,208605200,2025-12-25 03:54:36,OPAQUE_HIGH_ENTROPY,7.99982,f501285b41cd38f1a14660f4d6f6172940477da629ce01f8e38b8a42e663efa3,5ab4b98dc6e7f3537eacec437f141e3c49b7c5476669373e9f64705869b01c7c,117967935b23119d6a1b70a4a488ea2877ebf2bcb902a8b7ef632378fd37b570,NO,,,,,,
iPhone11,2025-12-25,2025-12,2025-12-25 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-25\- 2025-12-25-035757  0b_fe -,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2025-12-25\- 2025-12-25-035757  0b_fe -\Manifest.db,exact_manifest_db,208605200,2025-12-25 03:54:36,OPAQUE_HIGH_ENTROPY,7.99982,f501285b41cd38f1a14660f4d6f6172940477da629ce01f8e38b8a42e663efa3,5ab4b98dc6e7f3537eacec437f141e3c49b7c5476669373e9f64705869b01c7c,117967935b23119d6a1b70a4a488ea2877ebf2bcb902a8b7ef632378fd37b570,NO,,,,,,
iPhone11,2026-01-03,2026-01,2026-01-03 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\- 2026-01-03  (1f_fa-00_ff) -,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\- 2026-01-03  (1f_fa-00_ff) -\Manifest.db,exact_manifest_db,208908304,2026-01-03 23:22:00,OPAQUE_HIGH_ENTROPY,7.99986,eb236a44c2d4630d0127a283d2a83e250f1457974bb616d2f7e884311724437d,61be33327699656156ad2fe7f08892102f6db847a8161400c84799ea7b7e46af,949a9b4db9f70361a6bbfa7e4e5a78458d168cf5febe23862cbfba7bcf8a73af,NO,,,,,,
iPhone11,2026-01-03,2026-01,2026-01-03 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\2026-01-03-173436  00_ff,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\2026-01-03-173436  00_ff\Manifest.db,exact_manifest_db,205336592,2026-01-03 17:33:10,OPAQUE_HIGH_ENTROPY,7.999837,e0dd638d5fd78d3d18b37166168f9dbc2a3aec875834c7262c45d1dc50564b02,79dc145c2dd6fbeabc3f9ae15d5ffcb0c434765827bbd6076a70cb6cab23544f,b87d04be55335b25b57edfc98173347a711734299a94ef02069327a731250cd1,NO,,,,,,
iPhone11,2026-01-03,2026-01,2026-01-03 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\2026-01-03-203037  01_fa,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\2026-01-03-203037  01_fa\Manifest.db,exact_manifest_db,208846864,2026-01-03 20:29:30,OPAQUE_HIGH_ENTROPY,7.999808,ef71fa1f3efdc4752dd00646e9ab1ab61c953f07cbb7709bde4d007a1a43475d,c9796523359ffda25a948fdb5bf5bb20afecefc8c140583d9e74c812e3987d3d,3460b2a5b6abc0613004b4b349f599fffe5e27dd72586d668047aa4ef0c538a3,NO,,,,,,
iPhone11,2026-01-03,2026-01,2026-01-03 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\2026-01-03-212645  1f_fa,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-03\2026-01-03-212645  1f_fa\Manifest.db,exact_manifest_db,208093200,2026-01-03 21:25:40,OPAQUE_HIGH_ENTROPY,7.999802,4af1fb0af02eba091f3b0088853437677fc25c774575dd593270f6f18c9c3bb9,fb726fd80f2d3d12d91e82147d97e6df54f0a787c9aefcf555fb04a6ebb2db46,83b4322c681c2a5205f34916b2c0dd7848fb0b1c4a1b2c8c3304a0de8ccc5bc8,NO,,,,,,
iPhone11,2026-01-27,2026-01,2026-01-27 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-27\2026-01-27-234425  00_ff,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-27\2026-01-27-234425  00_ff\Manifest.db,exact_manifest_db,203948048,2026-04-26 23:15:06,OPAQUE_HIGH_ENTROPY,7.999828,ba5c30393bc8abab33045adef2e1eac2d67044b565f5fd10d742bcb64a922c3a,b26116452048023a81fd54de2b3f417fa0cc2e36f37c7877ee498db990fa26da,2b957978cfd2af408689456d18c015727e3beeb56bdf02ba148bc635d30f599f,NO,,,,,,
iPhone11,2026-01-28,2026-01,2026-01-28 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-28\2026-01-28-084437  00_ff,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-28\2026-01-28-084437  00_ff\Manifest.db,exact_manifest_db,207773712,2026-04-26 23:20:52,OPAQUE_HIGH_ENTROPY,7.999826,1e961a609526bbd3a3ddf4560ad28b79d7045fdced9cb76c4652381664cb322e,0839add469969c4c1d35a4485e3b0178570ef211a9465f724e641e282ec5f8f8,a72d0f39b6a3dd88b23725f2a7d6ed8386db1723b05f9a075a63c7fd01337f5d,NO,,,,,,
iPhone11,2026-01-28,2026-01,2026-01-28 00:00:00,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-28\2026-01-28-120331  00_ff,Manifest.db,H:\Manifest\My_Device\iPhone11 Pro\00008030-001A0C420E40802E\2026-01-28\2026-01-28-120331  00_ff\Manifest.db,exact_manifest_db,208003088,2026-04-26 23:28:54,OPAQUE_HIGH_ENTROPY,7.999833,c3e252a2224cb671afb54c4ab4a2c400a75ede99b3be2f33d029de603e5beb3f,b68c900cbc4bd3c0fd20d667f3d3d4c24c6698164d5af55cbe9a82c4e7482663,7afe0bf7c2503e85f455cf9d7fd89bd5036bb76fcf6c903a49628e937e7d9c6c,NO,,,,,,
mini1,2026-01-01,2026-01,2026-01-01 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\- 2026-01-01  (1f_fa-00_ff) -,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\- 2026-01-01  (1f_fa-00_ff) -\Manifest.db,exact_manifest_db,62382096,2026-01-01 08:12:08,OPAQUE_HIGH_ENTROPY,7.999825,143889e52af2db7d5d4ebd476f24f4b013fa3084a57c842a130778cb1551000c,33ab4a4c02ca90a536ba86b479c9460150f2f1338261e22f9c2e58eea2d85eb6,fcd10683c2c4e5265463a2d400be75c51851aba33ac534e4ceae1afdb729ea71,NO,,,,,,
mini1,2026-01-01,2026-01,2026-01-01 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\- 2026-01-01-081231  1f_fa -,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\- 2026-01-01-081231  1f_fa -\Manifest.db,exact_manifest_db,62382096,2026-01-01 08:12:08,OPAQUE_HIGH_ENTROPY,7.999825,143889e52af2db7d5d4ebd476f24f4b013fa3084a57c842a130778cb1551000c,33ab4a4c02ca90a536ba86b479c9460150f2f1338261e22f9c2e58eea2d85eb6,fcd10683c2c4e5265463a2d400be75c51851aba33ac534e4ceae1afdb729ea71,NO,,,,,,
