端末推定,日付,月,推定日時,generation_dir,ファイル名,ファイルパス,分類,サイズbytes,更新時刻,blob_kind,sample_entropy,header_hex,sha256_head1mb,sha256_full_if_small,sqlite_open,sqlite_error,sqlite_table_count,sqlite_tables,files_count,properties_count,integrity_quick
mini1,2026-01-01,2026-01,2026-01-01 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\2026-01-01-065430  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\2026-01-01-065430  00_ff\Manifest.db,exact_manifest_db,62803984,2026-01-01 06:53:58,OPAQUE_HIGH_ENTROPY,7.999838,2e9c11c6df780d17190b36a669516f3b71f94602940a9ee4f38452f74744b449,1540db0d5a013e1e4c2b0f1f121b284891d9243f038db33859e3377c12fe6ef0,5ebc68f68a1b7bcbd474eeda3a54e6fd4d0350bb6d9e6da8661bb8bebf33bd72,NO,,,,,,
mini1,2026-01-01,2026-01,2026-01-01 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\2026-01-01-075916  0c_fa,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-01\2026-01-01-075916  0c_fa\Manifest.db,exact_manifest_db,62373904,2026-01-01 07:58:52,OPAQUE_HIGH_ENTROPY,7.999848,44a64847e46e00ff19a38866f344e8f4de64b9a88aa751559c5036d2485e25aa,63f267481847eaf389be7616a965276d4756d5af01679c71f1133dc6b41c54a7,b866489617082219f3f56044ff76262579bae1aeb2e02e61afb867a1b0c144cf,NO,,,,,,
mini1,2026-01-11,2026-01,2026-01-11 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\- 2026-01-11-114100  (0a_fd-00_ff) -,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\- 2026-01-11-114100  (0a_fd-00_ff) -\Manifest.db,exact_manifest_db,62459920,2026-04-19 18:16:56,OPAQUE_HIGH_ENTROPY,7.999823,46a4e15585122d6a6dd070de9975f989d9554d609f603355a5a504f8ff5ccf76,e9e8bbe1d16aed06c5ff2e264e3341aa521d2fd997bf476b28fb773da0fc7fa5,55a8b6670e4cc572a017db694a00682ab296f5a43ae15f5a404db08cb3400b1a,NO,,,,,,
mini1,2026-01-11,2026-01,2026-01-11 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\- 2026-01-11-114145  0a_fd -,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\- 2026-01-11-114145  0a_fd -\Manifest.db,exact_manifest_db,62459920,2026-04-19 18:13:28,OPAQUE_HIGH_ENTROPY,7.999823,46a4e15585122d6a6dd070de9975f989d9554d609f603355a5a504f8ff5ccf76,e9e8bbe1d16aed06c5ff2e264e3341aa521d2fd997bf476b28fb773da0fc7fa5,55a8b6670e4cc572a017db694a00682ab296f5a43ae15f5a404db08cb3400b1a,NO,,,,,,
mini1,2026-01-11,2026-01,2026-01-11 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\2026-01-11-050832  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\2026-01-11-050832  00_ff\Manifest.db,exact_manifest_db,62803984,2026-04-19 17:40:56,OPAQUE_HIGH_ENTROPY,7.999828,86e3db5139e2c42ea831f7457c45cdf613ec965e4ef3a31166857fb476b9715a,9e1feb1327e0264c055d4c6150562573420883f2e839963d145c10e996859860,8bedf8bc8c6388757d8deefa653d0c280008c46c628f1121447831f9ad2ee036,NO,,,,,,
mini1,2026-01-11,2026-01,2026-01-11 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\2026-01-11-110631  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-11\2026-01-11-110631  00_ff\Manifest.db,exact_manifest_db,62418960,2026-04-19 18:11:26,OPAQUE_HIGH_ENTROPY,7.999798,108de81c287aa5d74d7bb7ba1681911b75598a7ad18410f1a7de8d1a571b31f1,d31275a6b716df642035d86a31f6f2f7efb78b5c90f9aa2b58459e66c4178169,dba75a239f37393b939f3d21191e4ca732d001761b41f1177cc85601f8d13fab,NO,,,,,,
mini1,2026-01-19,2026-01,2026-01-19 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-19\Internet_Cafe\2026-01-19-080119  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-01-19\Internet_Cafe\2026-01-19-080119  00_ff\Manifest.db,exact_manifest_db,62050320,2026-04-19 19:10:16,OPAQUE_HIGH_ENTROPY,7.99984,d1ce5bcea97c4cac8352768cab4669d88e31c5e286b863f524a06b4395a3d97c,4f7c4cf2de24e03dc6d6fa589421f8b6b2695e2f49d976c1b4723fb41034c845,b3c42e3af055aa33957378bc2f23b0b4f506312b29d9d4b9dda68544f73f225a,NO,,,,,,
mini1,2026-02-12,2026-02,2026-02-12 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-12\2026-02-12-001128  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-12\2026-02-12-001128  00_ff\Manifest.db,exact_manifest_db,57167872,2026-04-20 18:15:54,SQLITE_HEADER,5.691869,53514c69746520666f726d617420330010000202004020200000000300003685,f441c30613991fd96e67f8b3ba9be7fa38e4ddef4d350037407bcdf30d7dfefb,74922bdaddf08f9f6a8f8bf7f7054e38ce02a2a7a924d3d3907bc39acf20c40d,YES,,2,Files;Properties,49668,0,ok
mini1,2026-02-12,2026-02,2026-02-12 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-12\2026-02-12-113949  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-12\2026-02-12-113949  00_ff\Manifest.db,exact_manifest_db,63049744,2026-04-20 18:19:46,OPAQUE_HIGH_ENTROPY,7.999822,72a3e69ed5640d958e0140fc6519d2602eb2d3e48d6709eee44fc8ec0b441ec0,b43b118c29763459c944310a21415c0475d2d0a70a87d366d628f22e81c47093,60cc8ea403c9e2a4fda391bc89079ee1e24aa7065d2328b9c9cef9adeea56978,NO,,,,,,
mini1,2026-02-13,2026-02,2026-02-13 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-13\My_PC\2026-02-13-040555  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-13\My_PC\2026-02-13-040555  00_ff\Manifest.db,exact_manifest_db,57282560,2026-04-20 18:29:28,SQLITE_HEADER,5.729549,53514c69746520666f726d6174203300100002020040202000000003000036a1,2a01236d7d88bec8c35d7356968ad6b3e6ec80086f34032fc630142066c72dbb,d87822dacf30ed5bc5221d2f5a20c7f6ea43d0ddd6ec8d5cb4f1f5d058d452ac,YES,,2,Files;Properties,49935,0,ok
mini1,2026-02-13,2026-02,2026-02-13 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-13\My_PC\2026-02-13-035117  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-13\My_PC\2026-02-13-035117  00_ff\Manifest.db,exact_manifest_db,57434112,2026-04-20 18:33:52,SQLITE_HEADER,5.764617,53514c69746520666f726d6174203300100002020040202000000003000036c6,8253c973cf620a1dbb0e7f5a4be4b214531fd88b3bd9d2905d8659685ab63eab,9f2571f2791f71b96a14a58f297eff48dc38f7c5852150118a05276a802a36cc,YES,,2,Files;Properties,49944,0,ok
mini1,2026-02-14,2026-02,2026-02-14 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-091409  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-091409  00_ff\Manifest.db,exact_manifest_db,56598528,2026-04-20 18:53:22,SQLITE_HEADER,5.756927,53514c69746520666f726d6174203300100002020040202000000003000035fa,5b919f975526391cca83f565f71be139779328cbb455d55a69131d92c46e2967,915982192493105bcbf4b83d4f17814c7c5e3ea40f63e93824a380303cb65361,YES,,2,Files;Properties,49183,0,ok
mini1,2026-02-14,2026-02,2026-02-14 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-142935  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-142935  00_ff\Manifest.db,exact_manifest_db,62402576,2026-04-20 18:57:58,OPAQUE_HIGH_ENTROPY,7.999825,5b67f04a1f5a436e6e368f27888961a3eec30659bc117b69d2e386942b09a54d,a3a292b3bf5b8f0a79fb88efc869a2943a6462d48b38a0ade90ba9e4f2887f7c,0192b2ab03a3d026e14419ec8a762dc7327523b70a58ad1caa9f8da1d414f474,NO,,,,,,
mini1,2026-02-14,2026-02,2026-02-14 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-160321  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-14\2026-02-14-160321  00_ff\Manifest.db,exact_manifest_db,62361616,2026-04-20 19:00:38,OPAQUE_HIGH_ENTROPY,7.999831,0d0518e6fe8ebcb8f47e5650bb16822f493f394f52390b1e019318c5fe4a658b,990d48cc34808306be2fc2359ff07a3a270155e817f64c00b5b34be8f9ed7eec,184cfeae2b6286b07948d123c4b4aeaa66582032d0b660d36cb709d5decf5504,NO,,,,,,
mini1,2026-02-15,2026-02,2026-02-15 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-15\My_PC\2026-02-15-005034  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-15\My_PC\2026-02-15-005034  00_ff\Manifest.db,exact_manifest_db,62664720,2026-04-20 19:06:30,OPAQUE_HIGH_ENTROPY,7.999818,26980a03eff76dee2ac5264f9b1790c73705584c4c1a1e134e0029aae5c8934f,4c3cdbf3d34166c0101e53e9b96dde388f550097814bb6c87ed46cf2fee5427e,939475f0c5d779dadeeac1bf43e7dbb8dabc5d4e38aa877473fe7a6a6525b868,NO,,,,,,
mini1,2026-02-16,2026-02,2026-02-16 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-16\2026-02-16-002509  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-16\2026-02-16-002509  00_ff\Manifest.db,exact_manifest_db,62267408,2026-02-16 07:24:02,OPAQUE_HIGH_ENTROPY,7.999844,5ec8841ebcce2488f5195d1a0596f772fe77076980b72f0ca58d99acec0754b2,2a69e077f4b55dc89d283472d6ea47159444fcc07beaba210cf3c3953ca127fa,9d0abbadb8b30b1f966cae322fc887e63de836eacde7c16d7b267579e5485c56,NO,,,,,,
mini1,2026-02-16,2026-02,2026-02-16 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-16\2026-02-16-005933  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-16\2026-02-16-005933  00_ff\Manifest.db,exact_manifest_db,62300176,2026-04-20 19:30:20,OPAQUE_HIGH_ENTROPY,7.999832,746dc927a91f59f63345478882c1776a48d282ca4cfd3897e2e8cb1e73985c72,ec6dbd2962051ab74cbd3a6065080aee955587afbd94902d99001a3940c5362d,4244b679cdb5de6e2ae61a4d65d65482a8803d99af1ad3e3a326554261a1e9cd,NO,,,,,,
mini1,2026-02-17,2026-02,2026-02-17 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-17\2026-02-17-055505  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-17\2026-02-17-055505  00_ff\Manifest.db,exact_manifest_db,61706256,2026-04-20 19:37:04,OPAQUE_HIGH_ENTROPY,7.999821,fa3991526ecaf2956465b6b397b24370f7827b10c28b784a5a2ae46af999b82c,b9fa133130424f1ba4ce6d6a1fb9d59d830351261a4d2d083b3181f5ac8f3a01,3d1101f0f4e3ae958e9c9064a7cfb75c078bdae378dc191eceb960854fbce3b6,NO,,,,,,
mini1,2026-02-18,2026-02,2026-02-18 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\- 2026-02-18-182906  00_ff -,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\- 2026-02-18-182906  00_ff -\Manifest.db,exact_manifest_db,61747216,2026-04-20 19:43:46,OPAQUE_HIGH_ENTROPY,7.999817,e249d8240aabf00ae7b9edf436dfed8ecff996de1f6cc460764fd5855a3eb0ed,735fd192e31ae9ede42455c52437b9d5182886777b85f460831e4bb5c6bdea38,ec8006eb5069112b75c601c90f3f11d40870e339554bb7f8be3e3f507e11b2ed,NO,,,,,,
mini1,2026-02-18,2026-02,2026-02-18 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\- 2026-02-18-182906  解析済み -\2026-02-18-182906,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\- 2026-02-18-182906  解析済み -\2026-02-18-182906\Manifest.db,exact_manifest_db,61747216,2026-02-18 18:28:38,OPAQUE_HIGH_ENTROPY,7.999817,e249d8240aabf00ae7b9edf436dfed8ecff996de1f6cc460764fd5855a3eb0ed,735fd192e31ae9ede42455c52437b9d5182886777b85f460831e4bb5c6bdea38,ec8006eb5069112b75c601c90f3f11d40870e339554bb7f8be3e3f507e11b2ed,NO,,,,,,
mini1,2026-02-18,2026-02,2026-02-18 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\2026-02-18-200323  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-18\2026-02-18-200323  00_ff\Manifest.db,exact_manifest_db,61419536,2026-04-20 19:41:52,OPAQUE_HIGH_ENTROPY,7.999821,10cb04b96b7f224be1b3609bebdf080b40de2d99dea9d04fb2642d9b2d46b6a7,bf977aba1b9ba7043442be7cd3057d41677a07259449e161afd1f723048b1053,dd3b117503ac0dc973efb978b71efb374143f7a7c5a44e193dae2fba761ac33f,NO,,,,,,
mini1,2026-02-22,2026-02,2026-02-22 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-22\2026-02-22-002731  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-22\2026-02-22-002731  00_ff\Manifest.db,exact_manifest_db,56229888,2026-02-22 07:26:32,SQLITE_HEADER,5.624058,53514c69746520666f726d6174203300100002020040202000000003000035a0,dd521a3e35ed176cb13c39201b8542f5fc832e3669b8234b6729741902f39260,6fbbfcb9aa6dfa03b7f6fd03629cf3b8580c4b3ee33134a18957f087dca2968a,YES,,2,Files;Properties,48890,0,ok
mini1,2026-02-22,2026-02,2026-02-22 00:00:00,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-22\2026-02-22-111437  00_ff,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-02-22\2026-02-22-111437  00_ff\Manifest.db,exact_manifest_db,56225792,2026-02-22 18:13:36,SQLITE_HEADER,5.643931,53514c69746520666f726d61742033001000020200402020000000030000359f,db14e28e3a8712838222145172b4da84ade41f07571098cc26bfa5c0f549d72a,a806698611aa22c2a16255c94240bf888c98923b50eba6307f000c179d97b357,YES,,2,Files;Properties,48885,0,ok
mini1,2026-03-03,2026-03,2026-03-03 01:14:04,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-03-03-011404  no,Manifest.db,H:\Manifest\My_Device\mini1\00008101-000C74642182001E\2026-03-03-011404  no\Manifest.db,exact_manifest_db,57425920,2026-03-03 01:13:26,SQLITE_HEADER,5.563148,53514c69746520666f726d6174203300100002020040202000000003000036c4,cf6b0d4024d8637ee77f2f403f57ba6b7bc244feee7c650f0cd933e650222cce,df53275897c6f3ce185bf17363accff86cc70b94aeee934298a8e6afb24514c8,YES,,2,Files;Properties,49562,0,ok
mini2,2025-12-25,2025-12,2025-12-25 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-25\2025-12-25-190914  00_ff,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-25\2025-12-25-190914  00_ff\Manifest.db,exact_manifest_db,107806736,2025-12-25 19:07:44,OPAQUE_HIGH_ENTROPY,7.999785,56b24bacf1d1bb9c592e498e9e1556cf3d28684b2d1d7297eeb5304aaf4c44b8,e6ba60e8f124b1db7ceccd3990026c7a9b5e71be50a500b18bacddb1fd4ac015,54242e22486d75a4b08cfa7b0c25f16a64778ad9fb1b4c154cebdf105260cdee,NO,,,,,,
mini2,2025-12-26,2025-12,2025-12-26 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\- 2025-12-25  (0d_fd-00_ff) -,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\- 2025-12-25  (0d_fd-00_ff) -\Manifest.db,exact_manifest_db,108691472,2025-12-26 11:54:00,OPAQUE_HIGH_ENTROPY,7.999807,39afa7a3ea45b158a33ddd33d53d295c66c2a52277f89066c893b8fffc2191b7,1606a3436ad7bffc58f6ccae7668f987fd268a8fa57f744607f9730f87dbdc1b,be3ecd5e5c629f44f92878bfc17ac0ba6911bf6d32c2393dacfe2d997828d116,NO,,,,,,
mini2,2025-12-26,2025-12,2025-12-26 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\- 2025-12-26-115517  0d_fd -,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\- 2025-12-26-115517  0d_fd -\Manifest.db,exact_manifest_db,108691472,2025-12-26 11:54:00,OPAQUE_HIGH_ENTROPY,7.999807,39afa7a3ea45b158a33ddd33d53d295c66c2a52277f89066c893b8fffc2191b7,1606a3436ad7bffc58f6ccae7668f987fd268a8fa57f744607f9730f87dbdc1b,be3ecd5e5c629f44f92878bfc17ac0ba6911bf6d32c2393dacfe2d997828d116,NO,,,,,,
mini2,2025-12-26,2025-12,2025-12-26 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\2025-12-26-035746  2b_fa,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2025-12-26\2025-12-26-035746  2b_fa\Manifest.db,exact_manifest_db,108687376,2025-12-26 03:56:28,OPAQUE_HIGH_ENTROPY,7.999806,56d71bd011ca88a0e28aadaec3ae218e6d515740ead142e89fdf8a38e1e738d8,0730321eaa3d62bf5d5059993a042a718cb718432b2e7d58a12c010d4ae25a2e,4500cee2112684c72abb109f1b672264a6e61ea665c534f49f5e31d45525c5bb,NO,,,,,,
mini2,2026-01-02,2026-01,2026-01-02 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-165734  00_ff,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-165734  00_ff\Manifest.db,exact_manifest_db,108306448,2026-01-02 16:56:56,OPAQUE_HIGH_ENTROPY,7.999841,5009be1e1c8d8ac78b70793fee5d3a788d9a666d487f4ce35a6e751d332ad365,495124e7b85bc87773588686afc99a245344112230ae92cdcd545d222ba8caa5,40e573a5bdcf6c649189c32822bf22c51a7cb1c34f0e6e5346d8fefcebf723e0,NO,,,,,,
mini2,2026-01-02,2026-01,2026-01-02 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-170556  01_fe,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-170556  01_fe\Manifest.db,exact_manifest_db,109101072,2026-01-02 17:06:20,OPAQUE_HIGH_ENTROPY,7.999827,4942a61f629186d8a231e1994057bb1060f9d370450bfe86fbf3a133496291bd,8219a914dacd5acb8988d166c99c32bd670c3a6ac6c0412cf75d0b399eb340e6,2fe254dc2d0a9ab2d0449971d38d8afd7733ee5a62d8b018b173899ec6c742eb,NO,,,,,,
mini2,2026-01-02,2026-01,2026-01-02 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-175159  0f_fa,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-175159  0f_fa\Manifest.db,exact_manifest_db,109072400,2026-01-02 17:51:36,OPAQUE_HIGH_ENTROPY,7.999796,3f85da6dbcc597bd987a8661e963242b7e4a325685cf5200b983e64c0f2a0b5e,32f41e6aaff60a05b602fd7e5209f80364dfe23741db2c64aacf054c9de1307d,b8e425550a97e796acdcc78dff813e051c8dc9aade538f9b946814aab81c8f8d,NO,,,,,,
mini2,2026-01-02,2026-01,2026-01-02 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-180439  02_fa,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-02\2026-01-02-180439  02_fa\Manifest.db,exact_manifest_db,109113360,2026-01-02 18:04:16,OPAQUE_HIGH_ENTROPY,7.999825,5927d26ee090cdeeb702134c9a7f9258323368eed3ce97b442a8a1d9ff7ebacc,bbc177fc1d37746a129f50f812bcfd13fff98c6d11ab9d6980309f3b20e95b7b,bba7c32f03ea739eb67c1442dd79e86863916c05b8691ef5a8d38186722f73bd,NO,,,,,,
mini2,2026-01-03,2026-01,2026-01-03 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-03\2026-01-03  (0e_fd-00_ff),Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-03\2026-01-03  (0e_fd-00_ff)\Manifest.db,exact_manifest_db,109002768,2026-01-03 05:16:26,OPAQUE_HIGH_ENTROPY,7.999808,c149e76adf380cc62461f848332f6dfa9cc8588b52867c79e948a7563b8b8f16,59d3537354e6ac423b6ed11d13575cf486bce9827bbfa7501e65a4b2a7068888,9f84e7c4f49ab09b5c8f715a8d6fd6fc306c99baa8481f513780dc47a15c0fbf,NO,,,,,,
mini2,2026-01-03,2026-01,2026-01-03 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-03\2026-01-03-051650  0e_fd,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-03\2026-01-03-051650  0e_fd\Manifest.db,exact_manifest_db,109002768,2026-01-03 05:16:26,OPAQUE_HIGH_ENTROPY,7.999808,c149e76adf380cc62461f848332f6dfa9cc8588b52867c79e948a7563b8b8f16,59d3537354e6ac423b6ed11d13575cf486bce9827bbfa7501e65a4b2a7068888,9f84e7c4f49ab09b5c8f715a8d6fd6fc306c99baa8481f513780dc47a15c0fbf,NO,,,,,,
mini2,2026-01-12,2026-01,2026-01-12 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-12\2026-01-12-014900  00_ff,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-12\2026-01-12-014900  00_ff\Manifest.db,exact_manifest_db,84877328,2026-04-19 18:41:02,OPAQUE_HIGH_ENTROPY,7.999816,9f7a9d3c64de57814a5d747e4489c604ca646a8035c02e8045ed8a3ff4bcefd2,8281d0c7c4c0a14a27c05d94958091c810f945586118156a0f3dfc22c435862e,45fe4876d6a3b6ed024ccdc10768f75a4868fb764a942c6d01b622e787e0e203,NO,,,,,,
mini2,2026-01-12,2026-01,2026-01-12 00:00:00,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-12\2026-01-12-031000  00_ff,Manifest.db,H:\Manifest\My_Device\mini2\00008101-001D0D192644001E\2026-01-12\2026-01-12-031000  00_ff\Manifest.db,exact_manifest_db,84803600,2026-04-19 18:42:42,OPAQUE_HIGH_ENTROPY,7.999833,baa3297929eeaf333b89a4525945b0eadee74a436403a989ad084f0f333aa1ab,8a07f6daba23eb86872f95871e0e7ffd1feae134355b3b3cc8a77ff06618f0ab,ef8995d5753bbeafc4ed5d0c26275d8466a4fd0529376cedda6807b4a67668ae,NO,,,,,,
